name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,html,cluster,PC1,PC2,PC3,playlist
Black Seeds of Vengeance                                                                                                                                                         ,Nile                                            ,0.235,0.88,0,-8.521,1,0.14,0.00108,0.863,0.286,0.0682,121.079,215507,3,7rVUSUnmXsiRnbnFuW99Vr ,https://open.spotify.com/track/7rVUSUnmXsiRnbnFuW99Vr,3,1.5220336324911938,2.3879040513155263,1.1924134316076276,High-Energy Experimentals
Skull Fracturing Nightmare                                                                                                                                                       ,Demolition Hammer                               ,0.268,0.983,8,-6.556,1,0.158,3.41e-06,0.62,0.0594,0.427,94.311,345693,4,3xv7T856LlRsyr4v9CBU4D ,https://open.spotify.com/track/3xv7T856LlRsyr4v9CBU4D,3,0.03120793615538955,0.8424552945032885,0.19609630339039677,High-Energy Experimentals
The Immortals                                                                                                                                                                    ,Unleashed                                       ,0.498,0.654,6,-11.06,1,0.0296,0.000296,0.00658,0.201,0.0969,107.287,263227,4,6oc2Zp2YWKPo8QtMIKy98j ,https://open.spotify.com/track/6oc2Zp2YWKPo8QtMIKy98j,1,0.49511257625922694,-0.24726642817505,0.5173320553497802,Energetic Party Hits
Lord of All Fevers & Plague                                                                                                                                                      ,Morbid Angel                                    ,0.169,0.969,1,-7.285,1,0.202,2.19e-06,0.011,0.184,0.255,175.866,206387,4,0UKHXJjnWbVBaYZA8IynJu ,https://open.spotify.com/track/0UKHXJjnWbVBaYZA8IynJu,2,-1.5228845790399033,1.7277279482212704,1.236641930063611,Rhythmic Beats
Lost                                                                                                                                                                             ,God Macabre                                     ,0.293,0.877,2,-6.662,1,0.0803,4.07e-06,0.138,0.316,0.358,109.946,241107,4,2lbJ5D23ArhjvHRj7GDu5E ,https://open.spotify.com/track/2lbJ5D23ArhjvHRj7GDu5E,3,-0.49758053184309275,0.455787600210271,0.5507417793922855,High-Energy Experimentals
Phrenetic Tendencies                                                                                                                                                             ,Fleshcrawl                                      ,0.234,0.908,6,-10.043,1,0.0618,0.000268,0.626,0.0633,0.215,138.822,332493,5,5Q3nmz4DdpdbT6FCBzX5a9 ,https://open.spotify.com/track/5Q3nmz4DdpdbT6FCBzX5a9,3,-0.3024444045671053,0.45419825067410285,0.44416786241405615,High-Energy Experimentals
Black Label                                                                                                                                                                      ,Lamb of God                                     ,0.297,0.962,2,-4.333,1,0.0775,4.6e-05,0.855,0.329,0.336,90.503,292293,4,18tzenBUBfhF6Z15SGiGPk ,https://open.spotify.com/track/18tzenBUBfhF6Z15SGiGPk,3,0.5632113576940037,1.2052998720568524,0.3654214299429005,High-Energy Experimentals
The Black Dahlia                                                                                                                                                                 ,Lamb of God                                     ,0.421,0.945,2,-4.067,1,0.104,5.98e-05,0.649,0.0443,0.612,90.394,200187,4,591A43Pg0cBG1AcQuKA3Mq ,https://open.spotify.com/track/591A43Pg0cBG1AcQuKA3Mq,3,0.05334129321934283,0.04595653911521607,0.22952042780366053,High-Energy Experimentals
My Ending Quest - remastered 2012                                                                                                                                                ,Gorement                                        ,0.166,0.752,6,-6.404,1,0.0635,1.66e-05,0.237,0.0663,0.176,174.254,253253,3,1GDcdgqEtybIVYHTcCVK0J ,https://open.spotify.com/track/1GDcdgqEtybIVYHTcCVK0J,3,0.736628448130464,0.7024794431076578,1.9501574064672007,High-Energy Experimentals
Confessions of a Serial Killer                                                                                                                                                   ,Gorefest                                        ,0.206,0.933,1,-5.952,1,0.12,9.72e-06,0.772,0.0568,0.185,120.012,332267,3,4oL2O4HCCFoDa2r3Kf8R2v ,https://open.spotify.com/track/4oL2O4HCCFoDa2r3Kf8R2v,3,1.4586500705580334,1.4814516893293577,1.169364429452104,High-Energy Experimentals
Bind Torture Kill                                                                                                                                                                ,Suffocation                                     ,0.383,0.993,11,-6.09,1,0.153,9.15e-06,0.308,0.118,0.169,107.087,343533,4,7tMOs3uYmMQ10qz5fL4Aly ,https://open.spotify.com/track/7tMOs3uYmMQ10qz5fL4Aly,3,-0.11809847018852618,1.1579611069779059,0.3765042717477703,High-Energy Experimentals
Transmogrified                                                                                                                                                                   ,Solstice                                        ,0.328,0.996,11,-4.743,1,0.182,1.68e-05,0.018,0.159,0.287,110.523,226040,4,5GY2j2bMnysbsv0JFhH6XH ,https://open.spotify.com/track/5GY2j2bMnysbsv0JFhH6XH,2,-0.9208650912282246,1.015815169692455,0.3562719328206759,Rhythmic Beats
Cleansed Of Impurity                                                                                                                                                             ,Solstice                                        ,0.325,0.996,8,-4.73,0,0.146,2.97e-05,0.000759,0.306,0.227,106.958,242467,4,4mMBJ9Jndumx8QAB6eMVze ,https://open.spotify.com/track/4mMBJ9Jndumx8QAB6eMVze,2,-0.884341673055309,1.3755655255108912,-1.4220594341638972,Rhythmic Beats
To The Depths (In Degradation)                                                                                                                                                   ,Infester                                        ,0.217,0.633,6,-12.445,1,0.0419,0.00031,0.875,0.0674,0.342,76.803,311000,4,431MyGAq8dC6jFQF66NmVR ,https://open.spotify.com/track/431MyGAq8dC6jFQF66NmVR,3,1.673127038666796,-0.24945675388471383,0.10079554269274267,High-Energy Experimentals
Chamber Of Reunion                                                                                                                                                               ,Infester                                        ,0.236,0.794,6,-11.469,0,0.0727,0.00216,0.693,0.153,0.208,151.745,401507,4,6CTwAA1In90ZizE3sc6MKT ,https://open.spotify.com/track/6CTwAA1In90ZizE3sc6MKT,3,0.47559385627607503,1.247930732821026,-0.68334819798691,High-Energy Experimentals
Braded Into Palsy                                                                                                                                                                ,Infester                                        ,0.21,0.692,4,-13.89,1,0.0613,0.00297,0.888,0.11,0.219,95.024,272667,4,077Tbyeh22Q7XBQGotYo72 ,https://open.spotify.com/track/077Tbyeh22Q7XBQGotYo72,3,1.5303711841872172,0.43389097198786936,0.3470471813912592,High-Energy Experimentals
Seasons                                                                                                                                                                          ,Oppressor                                       ,0.295,0.887,10,-7.31,0,0.14,0.000242,0.961,0.246,0.225,100.796,325040,1,0pa0bvBkfKxV5nPuidsaJl ,https://open.spotify.com/track/0pa0bvBkfKxV5nPuidsaJl,0,3.141489001355878,2.7383905394813186,0.16175153978156573,Relaxing Instrumentals
Eclipse into Eternity                                                                                                                                                            ,Oppressor                                       ,0.289,0.944,0,-7.382,1,0.158,0.000291,0.933,0.297,0.139,134.144,276800,4,51mOhfYfd42hKmY77vmQ9s ,https://open.spotify.com/track/51mOhfYfd42hKmY77vmQ9s,3,0.39929629304691305,2.4383639086098237,0.8261327227786669,High-Energy Experimentals
And the Angel Fell (The Suffering)                                                                                                                                               ,Oppressor                                       ,0.352,0.903,1,-7.101,1,0.112,0.000152,0.939,0.148,0.159,78.052,288147,4,2QFGg48nFvrpb6BwcHxnwg ,https://open.spotify.com/track/2QFGg48nFvrpb6BwcHxnwg,3,1.29059683048173,1.2288375096203,0.07994493175148899,High-Energy Experimentals
Passage                                                                                                                                                                          ,Oppressor                                       ,0.257,0.889,2,-10.976,1,0.121,3.11e-05,0.0403,0.216,0.0983,158.398,271733,3,1qAfgbJyYAWbpP4qNSFSZz ,https://open.spotify.com/track/1qAfgbJyYAWbpP4qNSFSZz,3,0.13795680989018408,1.4912884774225712,1.671918289578438,High-Energy Experimentals
Rage Within                                                                                                                                                                      ,Resurrection                                    ,0.298,0.978,9,-5.651,1,0.132,2.16e-05,0.181,0.337,0.14,147.18,241587,4,2WYUv7xwTrZOMtv0OwKf4c ,https://open.spotify.com/track/2WYUv7xwTrZOMtv0OwKf4c,3,-0.7612140952519922,1.7203399760899363,1.0133692045634326,High-Energy Experimentals
Disembodied                                                                                                                                                                      ,Resurrection                                    ,0.287,0.938,4,-6.626,1,0.174,3.32e-05,0.135,0.288,0.364,150.788,199707,4,1WL8qNX4lWtXXGB0oHsgKs ,https://open.spotify.com/track/1WL8qNX4lWtXXGB0oHsgKs,2,-1.291908688547451,1.4773207281691751,0.9602972706602998,Rhythmic Beats
Embalmed Existence                                                                                                                                                               ,Resurrection                                    ,0.229,0.972,8,-6.287,1,0.0823,1.63e-05,0.544,0.0893,0.272,149.129,269560,4,67d0UdiPTllyklrOfppz1m ,https://open.spotify.com/track/67d0UdiPTllyklrOfppz1m,3,-0.027592472158414833,0.9221943051615548,1.1061045162125693,High-Energy Experimentals
Black Vision                                                                                                                                                                     ,Purtenance                                      ,0.168,0.991,6,-6.765,1,0.46,0.00686,0.392,0.296,0.0386,179.193,316880,3,54kUgS16povxsW2B7sfKlt ,https://open.spotify.com/track/54kUgS16povxsW2B7sfKlt,2,-0.9713215374130322,4.9802000722837345,1.4079723735370804,Rhythmic Beats
Deep Blue Darkness                                                                                                                                                               ,Purtenance                                      ,0.0808,0.981,7,-6.094,1,0.185,0.00122,0.645,0.23,0.125,76.903,208467,4,3zXoOKvfWrB7zM0P71FRx1 ,https://open.spotify.com/track/3zXoOKvfWrB7zM0P71FRx1,3,0.46457689853310197,1.8300903017929886,-0.05799660752226461,High-Energy Experimentals
A Dark Cloud Arises                                                                                                                                                              ,Purtenance                                      ,0.145,0.996,6,-5.649,1,0.367,0.00715,0.73,0.351,0.0386,90.078,244787,4,01YYj3O20cuwosOLAiAsnZ ,https://open.spotify.com/track/01YYj3O20cuwosOLAiAsnZ,2,-0.22373866529243291,3.828672299718055,-0.17242901843704514,Rhythmic Beats
Prevent Anemia                                                                                                                                                                   ,Wombbath                                        ,0.25,0.967,11,-5.783,0,0.169,7.64e-06,0.82,0.139,0.215,89.624,297600,4,5YeTCqFilHYFyTfwdUXhuv ,https://open.spotify.com/track/5YeTCqFilHYFyTfwdUXhuv,3,0.5813678557207568,1.8313239600037488,-1.6851637813914633,High-Energy Experimentals
Intestinal Bleeding                                                                                                                                                              ,Wombbath                                        ,0.326,0.962,11,-6.133,1,0.123,2.58e-05,0.873,0.374,0.397,94.426,285347,4,1c7pujH1VB0ETfewb2uzvK ,https://open.spotify.com/track/1c7pujH1VB0ETfewb2uzvK,3,0.22131817432482356,1.6014998047624038,0.3471596265201817,High-Energy Experimentals
Dog Days                                                                                                                                                                         ,Comecon                                         ,0.267,0.944,5,-8.621,0,0.0656,2.58e-06,0.773,0.34,0.323,94.572,184400,4,6IMSfnU1eFJCaM19d1TTqj ,https://open.spotify.com/track/6IMSfnU1eFJCaM19d1TTqj,3,0.45881256090963934,1.3134050941485496,-1.390105010106876,High-Energy Experimentals
Democrator                                                                                                                                                                       ,Comecon                                         ,0.443,0.925,5,-9.037,0,0.0897,6.86e-05,0.576,0.135,0.043,102.514,255867,4,1vuZMeQQvyhQRlrciJG5Di ,https://open.spotify.com/track/1vuZMeQQvyhQRlrciJG5Di,3,0.8031110241930102,1.2970409154950109,-1.3870575905215163,High-Energy Experimentals
The Ethno-Surge                                                                                                                                                                  ,Comecon                                         ,0.302,0.847,5,-9.351,0,0.151,1.27e-05,0.942,0.0575,0.201,106.276,192773,4,3UAu3tSpEsk6ob4KMmc5qP ,https://open.spotify.com/track/3UAu3tSpEsk6ob4KMmc5qP,3,0.9799474208314082,1.6037086036904746,-1.455326549327725,High-Energy Experimentals
Wash Away the Filth                                                                                                                                                              ,Comecon                                         ,0.237,0.892,1,-8.27,1,0.0681,3.35e-06,0.723,0.171,0.229,199.785,215133,4,2vIszMyF4IY7XM5yMYdi0D ,https://open.spotify.com/track/2vIszMyF4IY7XM5yMYdi0D,3,-0.07735832485993047,1.5308748746667635,1.857777105239289,High-Energy Experimentals
Regurgitation of Giblets                                                                                                                                                         ,Carcass                                         ,0.124,0.812,3,-13.684,0,0.0503,4.77e-05,0.928,0.202,0.0538,97.513,85007,4,6Ig1bVFf3XPvEFjRtI1ypU ,https://open.spotify.com/track/6Ig1bVFf3XPvEFjRtI1ypU,3,1.5605352338049956,1.2995269906041687,-1.3691616772048765,High-Energy Experimentals
Maggot Colony                                                                                                                                                                    ,Carcass                                         ,0.2,0.818,6,-14.509,1,0.0706,1.03e-05,0.956,0.295,0.125,102.304,98581,4,16ngzqTYn1VIgUITjS6Yvz ,https://open.spotify.com/track/16ngzqTYn1VIgUITjS6Yvz,3,1.270757970602396,1.4009327862556762,0.5103828840550795,High-Energy Experimentals
Pyosisified (Rotten to the Gore)                                                                                                                                                 ,Carcass                                         ,0.146,0.827,4,-13.875,0,0.0629,0.000167,0.948,0.265,0.105,101.546,176348,4,5vMtxOOzsNfgXVUih0Q4Xl ,https://open.spotify.com/track/5vMtxOOzsNfgXVUih0Q4Xl,3,1.3143157626078035,1.5323785631112745,-1.3169467804094674,High-Energy Experimentals
Reek of Putrefaction                                                                                                                                                             ,Carcass                                         ,0.0956,0.806,2,-13.384,1,0.127,8.84e-06,0.717,0.0512,0.0399,79.998,250373,4,3sxcPW6JMxlHalwqFf5nKS ,https://open.spotify.com/track/3sxcPW6JMxlHalwqFf5nKS,3,1.39587927227838,0.9548581275555778,0.016633040421593595,High-Energy Experimentals
Exhume to Consume                                                                                                                                                                ,Carcass                                         ,0.2,0.818,11,-13.361,0,0.0979,1.58e-06,0.865,0.228,0.181,109.709,230960,4,1honiGUDO83EWmnoJWIqZe ,https://open.spotify.com/track/1honiGUDO83EWmnoJWIqZe,3,0.9190159378364737,1.5479880023951489,-1.2846696614067732,High-Energy Experimentals
Excoriating Abdominal Emanation                                                                                                                                                  ,Carcass                                         ,0.188,0.864,6,-12.868,1,0.1,1.12e-05,0.639,0.184,0.216,81.953,271707,4,7dendw4W07JACpFBOREP6V ,https://open.spotify.com/track/7dendw4W07JACpFBOREP6V,3,0.8041858328057645,0.7997074170933811,0.1302606089432361,High-Energy Experimentals
Inpropagation                                                                                                                                                                    ,Carcass                                         ,0.248,0.846,9,-12.086,1,0.0811,1.14e-05,0.336,0.275,0.197,143.532,427107,4,22tYZfu7UJP7Jepht0X7zJ ,https://open.spotify.com/track/22tYZfu7UJP7Jepht0X7zJ,3,-0.14368319277560698,1.0387169553658182,1.0221966403006202,High-Energy Experimentals
Symposium of Sickness                                                                                                                                                            ,Carcass                                         ,0.192,0.855,1,-12.063,1,0.0859,5.84e-06,0.68,0.0991,0.197,81.465,416707,4,6Msy4RLok4gM18FsbOn9Kt ,https://open.spotify.com/track/6Msy4RLok4gM18FsbOn9Kt,3,1.0666702205769691,0.5490339639578274,0.13218625348747895,High-Energy Experimentals
Buried Dreams                                                                                                                                                                    ,Carcass                                         ,0.309,0.923,4,-11.966,1,0.0598,3.18e-06,0.451,0.159,0.342,137.198,239613,4,0tAWGqiobuSSpF8ILpPwIe ,https://open.spotify.com/track/0tAWGqiobuSSpF8ILpPwIe,3,-0.09475178252549599,0.5486258280245161,0.9749501314724213,High-Energy Experimentals
Carnal Forge                                                                                                                                                                     ,Carcass                                         ,0.248,0.955,1,-13.343,0,0.0504,1.27e-06,0.663,0.279,0.288,96.771,234920,4,0zjexZk84g6tQCKT7hd379 ,https://open.spotify.com/track/0zjexZk84g6tQCKT7hd379,3,0.46148439807111036,1.0329014438452235,-1.3503762389183156,High-Energy Experimentals
Heartwork                                                                                                                                                                        ,Carcass                                         ,0.201,0.955,4,-13.79,0,0.0574,1.07e-06,0.328,0.307,0.296,91.808,273160,4,3wNILeoQCtHguNEam5le75 ,https://open.spotify.com/track/3wNILeoQCtHguNEam5le75,3,-0.028552845442230548,0.7602378227003496,-1.4545262926358964,High-Energy Experimentals
Keep On Rotting in the Free World                                                                                                                                                ,Carcass                                         ,0.295,0.764,2,-10.873,1,0.0517,7.7e-06,0.287,0.153,0.784,163.986,221627,4,79omrqnED14hzA6WJdBlqD ,https://open.spotify.com/track/79omrqnED14hzA6WJdBlqD,1,-1.0630886601465677,-0.4382512898579955,1.3094257865734622,Energetic Party Hits
Go to Hell                                                                                                                                                                       ,Carcass                                         ,0.269,0.88,9,-11.467,1,0.0788,7.86e-06,0.0105,0.125,0.414,167.639,200520,4,5zn6ZTimjbbxZekC41gpGr ,https://open.spotify.com/track/5zn6ZTimjbbxZekC41gpGr,1,-1.0659131301761124,0.2148353419664491,1.3131560838454517,Energetic Party Hits
Living Dead                                                                                                                                                                      ,Entombed                                        ,0.173,0.948,1,-6.969,1,0.142,2.02e-06,0.875,0.241,0.244,87.988,266267,4,5zwyCVmihRh2sme6VocmnW ,https://open.spotify.com/track/5zwyCVmihRh2sme6VocmnW,3,0.6667738530091845,1.6108565563178205,0.18989588056935106,High-Energy Experimentals
Night Of The Vampire                                                                                                                                                             ,Entombed                                        ,0.191,0.954,8,-6.669,1,0.0971,1.26e-05,0.908,0.759,0.204,118.735,299027,4,7g4ZcRi89naB5pVrCLAmG6 ,https://open.spotify.com/track/7g4ZcRi89naB5pVrCLAmG6,3,0.047196900153744385,2.8417437755333843,0.8235105120456192,High-Energy Experimentals
Eyemaster                                                                                                                                                                        ,Entombed                                        ,0.277,0.962,7,-6.216,1,0.11,2.36e-06,0.799,0.0633,0.219,113.573,198133,4,5wkQ7sIvr7eigcWmrTjDiO ,https://open.spotify.com/track/5wkQ7sIvr7eigcWmrTjDiO,3,0.6835962741366097,1.1287893736804415,0.5676446249778954,High-Energy Experimentals
Rapture                                                                                                                                                                          ,Morbid Angel                                    ,0.438,0.958,9,-9.044,1,0.113,1.03e-05,0.072,0.397,0.0838,141.502,258827,4,10y8l27Z6YRmO4wkxtWyfr ,https://open.spotify.com/track/10y8l27Z6YRmO4wkxtWyfr,3,-0.7283215710182255,1.628589485356845,0.9683052655182735,High-Energy Experimentals
God of Emptiness                                                                                                                                                                 ,Morbid Angel                                    ,0.419,0.864,6,-10.107,1,0.08,0.00503,0.028,0.321,0.232,118.192,326933,4,2Nk68SHgYc6rpAmYCfohe2 ,https://open.spotify.com/track/2Nk68SHgYc6rpAmYCfohe2,3,-0.48145876244201447,0.602519628568227,0.65692774070603,High-Energy Experimentals
Twilight                                                                                                                                                                         ,Edge Of Sanity                                  ,0.117,0.935,7,-5.797,1,0.0958,7.34e-05,0.00351,0.372,0.0574,152.143,472120,4,7npW5EKwtvuDf4QMEd92Ij ,https://open.spotify.com/track/7npW5EKwtvuDf4QMEd92Ij,3,-0.7410249788571313,1.461610816593461,1.1332113328812414,High-Energy Experimentals
Of Darksome Origin                                                                                                                                                               ,Edge Of Sanity                                  ,0.161,0.841,7,-5.051,1,0.0695,2.79e-06,0.015,0.167,0.166,110.809,301920,4,2A3nUOkGJMpdOWPGnbAWaY ,https://open.spotify.com/track/2A3nUOkGJMpdOWPGnbAWaY,1,-0.05559148952791414,0.16417757179607267,0.5324428348006048,Energetic Party Hits
Blood-Coloured                                                                                                                                                                   ,Edge Of Sanity                                  ,0.217,0.9,8,-5.249,1,0.053,7.89e-05,0.0,0.299,0.397,81.033,240720,4,4SBF711AO52nLBd89Gzpnq ,https://open.spotify.com/track/4SBF711AO52nLBd89Gzpnq,1,-0.41236455922797866,-0.17939419118048916,0.18515799701572708,Energetic Party Hits
"Crimson, Pt. 1                                                                                                                                                                 ",Edge Of Sanity                                  ,0.232,0.916,7,-7.357,1,0.0851,0.0033,0.887,0.757,0.206,152.797,293827,4,6WctfxYNQr63DC3nQ9NjT9 ,https://open.spotify.com/track/6WctfxYNQr63DC3nQ9NjT9,3,-0.18483734121058432,2.926683731996979,1.313202002927695,High-Energy Experimentals
"Crimson, Pt. 2                                                                                                                                                                 ",Edge Of Sanity                                  ,0.241,0.946,2,-6.142,1,0.0839,5.06e-05,0.807,0.152,0.212,85.031,264653,4,2OUw7fuHCxFy2h7GXXly5L ,https://open.spotify.com/track/2OUw7fuHCxFy2h7GXXly5L,3,0.9812693457435832,0.9225593573840861,0.23069663467028637,High-Energy Experimentals
No Destiny                                                                                                                                                                       ,Edge Of Sanity                                  ,0.187,0.99,1,-5.683,0,0.0813,3.62e-06,0.851,0.331,0.388,162.93,215467,4,3yaA5tWdZUGAIsOZxIeAZc ,https://open.spotify.com/track/3yaA5tWdZUGAIsOZxIeAZc,3,-0.28783974362085263,1.9695903979154077,-0.4422022790257787,High-Energy Experimentals
Hell Written                                                                                                                                                                     ,Edge Of Sanity                                  ,0.256,0.978,2,-5.427,1,0.108,1.9e-05,0.397,0.349,0.266,114.147,275067,4,09ixkcPaxUbUwcCtxwPKjZ ,https://open.spotify.com/track/09ixkcPaxUbUwcCtxwPKjZ,3,-0.31734167756254605,1.3322960514025626,0.6127491787623756,High-Energy Experimentals
Hell Is Where the Heart Is                                                                                                                                                       ,Edge Of Sanity                                  ,0.307,0.891,5,-6.363,0,0.0778,0.000169,0.00248,0.229,0.433,120.72,326933,4,16YLGAhhXvYkIJTSDa3zvF ,https://open.spotify.com/track/16YLGAhhXvYkIJTSDa3zvF,1,-0.863414836104768,0.30194882445236393,-1.146306864708323,Energetic Party Hits
Darkday                                                                                                                                                                          ,Edge Of Sanity                                  ,0.222,0.994,4,-6.749,1,0.114,0.000392,0.119,0.134,0.0476,110.973,267800,4,5misSewHtFjf0xwLsHDPSf ,https://open.spotify.com/track/5misSewHtFjf0xwLsHDPSf,3,-0.07194999800973902,0.9400998733364765,0.49253885310521345,High-Energy Experimentals
Tales...                                                                                                                                                                         ,Edge Of Sanity                                  ,0.304,0.684,11,-14.603,0,0.0467,2.16e-05,0.941,0.121,0.253,130.163,366600,4,0KhdbKTpKVgbVSpVMfqbbR ,https://open.spotify.com/track/0KhdbKTpKVgbVSpVMfqbbR,3,1.2413614382439773,0.8332971321983301,-0.9531897433623696,High-Energy Experimentals
Maze of Existence                                                                                                                                                                ,Edge Of Sanity                                  ,0.268,0.664,1,-15.64,1,0.046,2.79e-05,0.898,0.119,0.305,147.693,256933,4,3c9YFWlrmKBwupp46m2piK ,https://open.spotify.com/track/3c9YFWlrmKBwupp46m2piK,3,1.0057091501614714,0.5709313177521881,1.1114906289443058,High-Energy Experimentals
Lunatic of God's Creation                                                                                                                                                        ,Deicide                                         ,0.298,0.996,11,-5.46,1,0.137,2.18e-05,0.218,0.0947,0.0661,145.352,160613,4,1COLAXqAZTKPv3S75XYgLp ,https://open.spotify.com/track/1COLAXqAZTKPv3S75XYgLp,3,-0.3204241354408416,1.3542779787968424,0.9333428095065266,High-Energy Experimentals
Deicide                                                                                                                                                                          ,Deicide                                         ,0.433,0.973,11,-6.784,1,0.0907,2.1e-05,0.51,0.0895,0.121,123.877,241680,4,5gBbSMvARlWJMQO2fQolKY ,https://open.spotify.com/track/5gBbSMvARlWJMQO2fQolKY,3,0.3911737480243934,1.0061406718727965,0.7338141672987052,High-Energy Experimentals
When Satan Rules His World                                                                                                                                                       ,Deicide                                         ,0.255,0.915,1,-7.261,1,0.0694,2.9e-05,0.578,0.0594,0.491,152.437,173893,3,7LT3QUoDK30xIT15TBTJcM ,https://open.spotify.com/track/7LT3QUoDK30xIT15TBTJcM,3,0.5633835035148399,0.6339681992609758,1.6974992130412392,High-Energy Experimentals
Kill the Christian                                                                                                                                                               ,Deicide                                         ,0.411,0.947,1,-7.73,1,0.0731,9.02e-05,0.255,0.093,0.441,118.893,177480,4,4mci4nL6QIFvY4n1eaMWVO ,https://open.spotify.com/track/4mci4nL6QIFvY4n1eaMWVO,1,-0.38623402038791127,0.027096554855660607,0.6676733133590698,Energetic Party Hits
Repent to Die                                                                                                                                                                    ,Deicide                                         ,0.341,0.922,1,-8.536,1,0.0797,2.78e-06,0.344,0.11,0.512,135.372,239360,1,0XVdEAfk3P3kSNu6fyYOdV ,https://open.spotify.com/track/0XVdEAfk3P3kSNu6fyYOdV,0,1.832269675943281,0.9554862754161414,2.5126165091373114,Relaxing Instrumentals
"With Their Flesh, He'll Create                                                                                                                                                 ",Gorguts                                         ,0.239,0.967,9,-7.526,1,0.163,9.32e-06,0.534,0.144,0.343,120.094,243280,4,1BVvxn78PD6Jgv6LY8sCwg ,https://open.spotify.com/track/1BVvxn78PD6Jgv6LY8sCwg,3,-0.2625664916935943,1.3023897713231263,0.5574998045855245,High-Energy Experimentals
Condemned to Obscurity                                                                                                                                                           ,Gorguts                                         ,0.256,0.949,1,-7.724,1,0.143,3.54e-05,0.475,0.121,0.178,140.64,290680,3,1F1ZtDpGZAZ9TbKahJ24O7 ,https://open.spotify.com/track/1F1ZtDpGZAZ9TbKahJ24O7,3,0.6891776705982606,1.695115394606487,1.4106375696689266,High-Energy Experimentals
The Erosion of Sanity                                                                                                                                                            ,Gorguts                                         ,0.219,0.935,10,-8.465,0,0.126,2.65e-05,0.472,0.147,0.189,152.119,293587,4,5VqI6d4LF9SOvTIUGS4n5O ,https://open.spotify.com/track/5VqI6d4LF9SOvTIUGS4n5O,3,-0.21385082530943886,1.6457389958927846,-0.7609645665947063,High-Energy Experimentals
Obscura                                                                                                                                                                          ,Gorguts                                         ,0.155,0.977,8,-2.677,1,0.193,1.35e-05,0.0712,0.308,0.148,67.873,244427,4,3fFLxIsTbsotg1B8mkjDID ,https://open.spotify.com/track/3fFLxIsTbsotg1B8mkjDID,2,-0.4012335359754937,1.3793450952662467,-0.23091618706575756,Rhythmic Beats
Malleus Maleficarum / Anthropomorphia                                                                                                                                            ,Pestilence                                      ,0.274,0.93,11,-6.954,1,0.136,1.28e-06,0.103,0.0589,0.29,125.322,252187,4,2y7fEQqVcW1KVQ9c4SKsMv ,https://open.spotify.com/track/2y7fEQqVcW1KVQ9c4SKsMv,3,-0.5477137138554098,0.5330720380442919,0.6182607169727724,High-Energy Experimentals
Parricide                                                                                                                                                                        ,Pestilence                                      ,0.265,0.946,11,-6.891,0,0.171,3.01e-06,0.00525,0.737,0.394,132.437,227453,4,5iB0AiR3QXH5rf9omWAMiH ,https://open.spotify.com/track/5iB0AiR3QXH5rf9omWAMiH,2,-1.9324501537612897,2.4373062488156347,-1.028882806520587,Rhythmic Beats
Commandments                                                                                                                                                                     ,Pestilence                                      ,0.269,0.953,11,-7.262,1,0.205,3.75e-06,0.0281,0.121,0.233,124.783,317053,4,1mZzMfJnubb10oeLsEHElu ,https://open.spotify.com/track/1mZzMfJnubb10oeLsEHElu,2,-0.9097982534943974,1.2426410429885864,0.4963007133345521,Rhythmic Beats
Chemotherapy                                                                                                                                                                     ,Pestilence                                      ,0.223,0.956,11,-6.461,0,0.157,1.09e-06,0.0485,0.119,0.227,128.752,288387,4,2vgDChloANCRD9a1DrmTOL ,https://open.spotify.com/track/2vgDChloANCRD9a1DrmTOL,3,-0.7694187377608924,1.1718649522183553,-1.1829395467453052,High-Energy Experimentals
Praise Of The Almighty                                                                                                                                                           ,Hate Eternal                                    ,0.245,0.857,1,-7.883,1,0.078,2.46e-06,0.835,0.119,0.264,118.596,158667,4,6n2iOMQ636ztkSOu8wUz2h ,https://open.spotify.com/track/6n2iOMQ636ztkSOu8wUz2h,3,0.8274596859682238,0.8708127035400619,0.6862381405292499,High-Energy Experimentals
Dogma Condemned                                                                                                                                                                  ,Hate Eternal                                    ,0.161,0.835,3,-7.612,0,0.0785,1.16e-06,0.932,0.183,0.194,147.449,180627,3,5y4IQ1Ueu375oyUHByQlyg ,https://open.spotify.com/track/5y4IQ1Ueu375oyUHByQlyg,3,1.5378899686260297,1.9129052384854983,-0.17768266123820048,High-Energy Experimentals
Catacombs                                                                                                                                                                        ,Hate Eternal                                    ,0.182,0.82,3,-8.44,0,0.07,1.05e-06,0.937,0.281,0.192,101.719,196733,4,4gHSMLVxtBqS2vTqb2ygzV ,https://open.spotify.com/track/4gHSMLVxtBqS2vTqb2ygzV,3,1.1074950925639562,1.4618695133564135,-1.3273865888957412,High-Energy Experimentals
Put them to Death                                                                                                                                                                ,Cannibal Corpse                                 ,0.381,0.988,10,-8.766,0,0.119,6.44e-05,0.178,0.0877,0.21,109.1,108040,4,12yZuXa1H0uTSsTRFrHCfx ,https://open.spotify.com/track/12yZuXa1H0uTSsTRFrHCfx,3,-0.2567900402017372,0.8692334968512043,-1.377027666865013,High-Energy Experimentals
