name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,html,cluster,PC1,PC2,PC3,playlist
Close To Me (with Diplo) (feat. Swae Lee)                                                                                                                                        ,Ellie Goulding                                  ,0.575,0.758,1,-5.029,0,0.0618,0.0954,0.0,0.394,0.493,144.107,182623,4,5JEx7HbmvHQQswJCsoo9rA ,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,1,-1.1094063500242355,0.4582082117859908,-0.7853992758152681,Energetic Party Hits
Hips Don't Lie (feat. Wyclef Jean)                                                                                                                                               ,Shakira                                         ,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4,3ZFTkvIE7kyPt6Nu3PEa7V ,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,1,-1.3387911320870214,-0.1202775185107119,-1.404757177633218,Energetic Party Hits
Single Ladies (Put a Ring on It)                                                                                                                                                 ,Beyoncé                                         ,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4,5R9a4t5t5O0IsznsrKPVro ,https://open.spotify.com/track/5R9a4t5t5O0IsznsrKPVro,2,-1.4632200165883185,1.9799138002912275,1.2130696054449255,Rhythmic Beats
Sweet but Psycho                                                                                                                                                                 ,Ava Max                                         ,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4,25sgk305KZfyuqVBQIahim ,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,1,-0.8033057077929066,-0.7984556485897555,0.8465489445161893,Energetic Party Hits
Cool                                                                                                                                                                             ,Jonas Brothers                                  ,0.681,0.603,0,-5.533,1,0.0458,0.0105,0.0,0.159,0.643,79.007,167120,4,3QmolSZqjjLksTUvZJ6pPS ,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS,1,-0.1666051810057806,-1.4094925087761645,0.06351675622378364,Energetic Party Hits
Youngblood                                                                                                                                                                       ,5 Seconds of Summer                             ,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4,55S2PQgSMYAhgoTCcGCDfw ,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw,2,-1.6003630597200518,3.3367272589344497,-1.8975512024315795,Rhythmic Beats
Somebody                                                                                                                                                                         ,Natalie La Rose                                 ,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,189907,4,7ioiB40H9xKs04QtIso2I3 ,https://open.spotify.com/track/7ioiB40H9xKs04QtIso2I3,1,-0.29157112760246345,-1.7639765848935798,0.40240390184073555,Energetic Party Hits
Price Tag                                                                                                                                                                        ,Jessie J                                        ,0.447,0.839,5,-3.948,1,0.254,0.0304,1.76e-06,0.189,0.677,174.959,221240,4,7nqlRkgNyEpb9nvb03GMp7 ,https://open.spotify.com/track/7nqlRkgNyEpb9nvb03GMp7,2,-2.27688629257418,1.2364365470629515,1.092432052796391,Rhythmic Beats
Goodbye (feat. Nicki Minaj & Willy William)                                                                                                                                      ,Jason Derulo                                    ,0.643,0.904,0,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028,195419,4,5f3JSGmXvBk2PxE1hvMG8w ,https://open.spotify.com/track/5f3JSGmXvBk2PxE1hvMG8w,1,-0.7142804565708032,-0.24683388401295217,0.43215718025432304,Energetic Party Hits
Dura                                                                                                                                                                             ,Daddy Yankee                                    ,0.786,0.846,1,-3.468,1,0.0505,0.174,0.0,0.413,0.819,95.005,200480,4,2j2fIJGh4PMdXt9ULI5Tlc ,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc,1,-1.3350061369855029,-0.5867924923621612,0.3950698394477977,Energetic Party Hits
No Lie                                                                                                                                                                           ,Sean Paul                                       ,0.743,0.892,7,-2.801,1,0.128,0.046,0.0,0.257,0.472,102.019,221176,4,2ZiDfw6UdzDu754cBiwgEG ,https://open.spotify.com/track/2ZiDfw6UdzDu754cBiwgEG,2,-0.9509185245069386,0.30899207882805085,0.3295840087078393,Rhythmic Beats
Post Malone (feat. RANI)                                                                                                                                                         ,Sam Feldt                                       ,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,4,0qc4QlcCxVTGyShurEv1UU ,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,1,-0.716822195260167,-0.7075876581502569,0.31883965331319997,Energetic Party Hits
Know You Better                                                                                                                                                                  ,FÄIS                                            ,0.854,0.586,6,-5.163,1,0.1,0.142,2.77e-06,0.071,0.779,97.974,178144,4,6TxyH9fi1yV4QMVw4cV4Nv ,https://open.spotify.com/track/6TxyH9fi1yV4QMVw4cV4Nv,1,-0.6502462511536499,-1.3134120789889694,0.20540357124392208,Energetic Party Hits
Back To You - From 13 Reasons Why – Season 2 Soundtrack                                                                                                                          ,Selena Gomez                                    ,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,4,4hQ6UGyWQIGJmHSo0J88JW ,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,1,-0.29010377422203154,-0.9109883747367865,0.40518324321359617,Energetic Party Hits
Mad Love                                                                                                                                                                         ,Sean Paul                                       ,0.793,0.824,2,-3.476,1,0.177,0.006,3.29e-06,0.169,0.611,98.019,199945,4,3soOPBuMK8YMdWnV7xpEyf ,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf,2,-1.1319327380266286,0.11288458587407228,0.14529140258719095,Rhythmic Beats
X                                                                                                                                                                                ,Nicky Jam                                       ,0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,0.711,180.073,173628,4,39N9RPD9MRb5WmoLzNzPeA ,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,1,-1.7503147048331043,0.20605373036804495,-0.27740664806739423,Energetic Party Hits
Better Now                                                                                                                                                                       ,Post Malone                                     ,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4,7dt6x5M1jzdTEt8oCbisTK ,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,1,-0.13044255956299156,-0.5521838826233844,0.9934868069234305,Energetic Party Hits
Own It (feat. Ed Sheeran & Burna Boy)                                                                                                                                            ,Stormzy                                         ,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707,4,4QPEwDdOMhY7rNS05mTyMR ,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,1,-0.40773851096903235,0.13906963345358206,-1.4953508233018071,Energetic Party Hits
TiK ToK                                                                                                                                                                          ,Kesha                                           ,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,199693,4,5OMwQFBcte0aWFJFqrr5oj ,https://open.spotify.com/track/5OMwQFBcte0aWFJFqrr5oj,2,-1.5228519587440654,0.15038227050265626,-1.2301440575610294,Rhythmic Beats
Wild Ones (feat. Sia)                                                                                                                                                            ,Flo Rida                                        ,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947,4,1NpW5kyvO4XrNJ3rnfcNy3 ,https://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3,1,-0.8380247897880806,0.20678603112646265,-1.0161346198428458,Energetic Party Hits
Levels - Radio Edit                                                                                                                                                              ,Avicii                                          ,0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035,199904,4,0JhKJg5ejeQ8jq89UQtnw8 ,https://open.spotify.com/track/0JhKJg5ejeQ8jq89UQtnw8,3,0.16932805857799554,0.9706107085008636,-0.922410396224049,High-Energy Experimentals
Titanium (feat. Sia)                                                                                                                                                             ,David Guetta                                    ,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,0TDLuuLlV54CkRRUOahJb4 ,https://open.spotify.com/track/0TDLuuLlV54CkRRUOahJb4,1,-0.27721251217945314,0.5044774596018228,-1.1533061147982797,Energetic Party Hits
Low (feat. T-Pain)                                                                                                                                                               ,Flo Rida                                        ,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4,0CAfXk7DXMnon4gLudAp7J ,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J,1,-0.1475067534302618,-0.04588193385772513,-1.1358009578976598,Energetic Party Hits
Oops!...I Did It Again                                                                                                                                                           ,Britney Spears                                  ,0.751,0.82,11,-5.538,1,0.0445,0.303,8.92e-06,0.153,0.884,95.075,211693,4,2wieqJV8095bus9sbLqAGC ,https://open.spotify.com/track/2wieqJV8095bus9sbLqAGC,1,-1.0791486840130213,-1.3899260733653551,0.3433406133557752,Energetic Party Hits
Timber (feat. Ke$ha)                                                                                                                                                             ,Pitbull                                         ,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4,3cHyrEgdyYRjgJKSOiOtcS ,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS,1,-1.6325375771704915,-0.39319853182689146,0.7683881602677333,Energetic Party Hits
Ain't Nobody (Loves Me Better)                                                                                                                                                   ,Felix Jaehn                                     ,0.768,0.567,2,-7.046,0,0.0312,0.66,0.000277,0.07,0.471,117.974,186147,4,5afHIkEcVhCF1Z1CTqMUXB ,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB,1,-0.02954915638467614,-0.9764765124958878,-1.2147676100313447,Energetic Party Hits
In My Mind                                                                                                                                                                       ,Dynoro                                          ,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,0E9ZjEAyAwOXZ7wJC0PD33 ,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,3,-0.3292561355910772,0.6455893322278562,0.5676626880194675,High-Energy Experimentals
Cake By The Ocean                                                                                                                                                                ,DNCE                                            ,0.774,0.764,4,-5.445,0,0.0518,0.156,0.0,0.0383,0.912,118.997,219147,4,2aFiaMXmWsM3Vj72F9ksBl ,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,1,-1.183941585577446,-1.3227808030979777,-1.199111190442659,Energetic Party Hits
All ‘Bout The Money                                                                                                                                                              ,FAULHABER                                       ,0.721,0.779,6,-4.239,0,0.0606,0.142,0.0,0.143,0.327,110.026,169964,4,62XCV3AmCMkPa9X5mCim8O ,https://open.spotify.com/track/62XCV3AmCMkPa9X5mCim8O,1,-0.23505786712531945,-0.10359575590761325,-1.3111882585840178,Energetic Party Hits
Middle                                                                                                                                                                           ,DJ Snake                                        ,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981,220573,4,4OZEu0Vwq0RB2LAq14v99n ,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,1,0.34693806919373826,-0.6349144953119061,0.4371665365030233,Energetic Party Hits
Perfect Strangers                                                                                                                                                                ,Jonas Blue                                      ,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,196613,4,1CUVN2kn7mW5FjkqXTR2W1 ,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,1,-1.133349183152537,-0.607381366792679,0.6858345476805202,Energetic Party Hits
Starboy                                                                                                                                                                          ,The Weeknd                                      ,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,230453,4,5aAx2yezTd8zXrkmtKl66Z ,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2,-1.7682543688854115,1.277531100940597,1.1241745131605407,Rhythmic Beats
Familiar                                                                                                                                                                         ,Liam Payne                                      ,0.636,0.805,9,-4.594,1,0.327,0.0161,0.0,0.0793,0.908,92.958,196552,4,0Y4hwUppbGc8aIBmiTz30A ,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A,2,-2.036949084335558,0.4748883897799585,-0.23035740897444873,Rhythmic Beats
Feelings                                                                                                                                                                         ,John Newman                                     ,0.453,0.833,11,-4.248,0,0.068,0.1,0.0,0.0847,0.609,125.535,182727,4,1eSGjhgBHh8zhJ44eHtvhP ,https://open.spotify.com/track/1eSGjhgBHh8zhJ44eHtvhP,1,-0.9251332398727444,-0.44910882952550846,-1.1078340284196786,Energetic Party Hits
Younger                                                                                                                                                                          ,Jonas Blue                                      ,0.784,0.845,3,-2.793,1,0.0596,0.286,1.59e-05,0.074,0.888,105.981,194721,4,4D7ERaKgv8NAeck8RzUtRz ,https://open.spotify.com/track/4D7ERaKgv8NAeck8RzUtRz,1,-1.1866160883009964,-1.3512418683517338,0.45767131372757136,Energetic Party Hits
Most Girls                                                                                                                                                                       ,Hailee Steinfeld                                ,0.755,0.57,9,-7.132,1,0.0888,0.0416,0.0,0.0891,0.406,102.991,204400,4,2mfUa8bLs2s5N4VaqJZ4lZ ,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ,1,0.01895229983193684,-0.7324142163770595,0.29909659485877105,Energetic Party Hits
Strip That Down                                                                                                                                                                  ,Liam Payne                                      ,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,204502,4,6EpRaXYhGOB3fj4V2uDkMJ ,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,1,0.052586388988502174,-1.3157727452428483,0.38063220202816866,Energetic Party Hits
Bad Liar                                                                                                                                                                         ,Selena Gomez                                    ,0.953,0.41,1,-6.543,1,0.0705,0.175,0.0,0.0768,0.718,121.074,214648,4,1sCxVKWImDZSZKvG0U9B23 ,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,1,-0.3651116751684489,-1.4999556650012913,0.5426818949653152,Energetic Party Hits
Tie Me Down (with Elley Duhé)                                                                                                                                                    ,Gryffin                                         ,0.548,0.839,6,-2.371,1,0.0644,0.135,0.0,0.102,0.314,98.932,218296,4,4QVS8YCpK71R4FsxSMCjhP ,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP,1,-0.13517106184199848,-0.37719634649141176,0.3579313251326997,Energetic Party Hits
REMEDY                                                                                                                                                                           ,Alesso                                          ,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,190295,4,6jreFSOTUAViWjKyzOC4Kg ,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,1,-0.44585805753639174,-0.7452335393972525,0.6653879306258407,Energetic Party Hits
Look What You Made Me Do                                                                                                                                                         ,Taylor Swift                                    ,0.773,0.68,9,-6.378,0,0.141,0.213,1.57e-05,0.122,0.497,128.062,211859,4,6uFsE1JgZ20EXyU0JQZbUR ,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,1,-0.8166200187865088,0.1664607952483957,-1.2370362801933459,Energetic Party Hits
Wild Thoughts (feat. Rihanna & Bryson Tiller)                                                                                                                                    ,DJ Khaled                                       ,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,4,1OAh8uOEOvTDqkKFsKksCi ,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,1,-0.5026881616442598,-0.8438964369013382,-1.530032363122626,Energetic Party Hits
Never Alone                                                                                                                                                                      ,Felix Jaehn                                     ,0.675,0.827,8,-4.793,0,0.038,0.0559,2.46e-06,0.126,0.446,125.988,176594,4,4w3InOZmItJiSlhnkr3lv6 ,https://open.spotify.com/track/4w3InOZmItJiSlhnkr3lv6,1,-0.5653895179211565,-0.31603157315114017,-1.0372412673937157,Energetic Party Hits
Symphony (feat. Zara Larsson)                                                                                                                                                    ,Clean Bandit                                    ,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4,1x5sYLZiu9r5E43kMlt9f8 ,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,1,-0.3219150842283594,-0.4782447236197072,-1.1620867241994097,Energetic Party Hits
Cheerleader - Felix Jaehn Remix Radio Edit                                                                                                                                       ,OMI                                             ,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,4,7vFoFDWqTX0mHzLfrF1Cfy ,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy,1,-0.5239574416916655,-1.0384796254762156,0.660823950834424,Energetic Party Hits
Five More Hours - Deorro x Chris Brown                                                                                                                                           ,Deorro                                          ,0.704,0.802,5,-6.175,0,0.217,0.0355,0.0,0.682,0.526,127.973,212640,4,6f1QFKG6GSBKdh7zfbj9rc ,https://open.spotify.com/track/6f1QFKG6GSBKdh7zfbj9rc,2,-2.0104265275187703,2.189563206203448,-1.2263034785333078,Rhythmic Beats
Pompeii                                                                                                                                                                          ,Bastille                                        ,0.681,0.709,9,-6.488,1,0.041,0.0749,0.0,0.266,0.591,127.44,214148,4,7Fw5i56my24ZBnGS7hFX2n ,https://open.spotify.com/track/7Fw5i56my24ZBnGS7hFX2n,1,-0.7893027246421332,-0.5860709485049206,0.8039350120527469,Energetic Party Hits
Airplanes (feat. Hayley Williams of Paramore)                                                                                                                                    ,B.o.B                                           ,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,180480,4,6lV2MSQmRIkycDScNtrBXO ,https://open.spotify.com/track/6lV2MSQmRIkycDScNtrBXO,1,-0.3911031206008662,-0.023464040544757498,-1.6545119493829292,Energetic Party Hits
Uptown Funk (feat. Bruno Mars)                                                                                                                                                   ,Mark Ronson                                     ,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4,57n3qOwXcoRMyGFjeqC1Rh ,https://open.spotify.com/track/57n3qOwXcoRMyGFjeqC1Rh,1,-0.9989284118439316,-1.6116445981716856,0.4741468887724904,Energetic Party Hits
Are You With Me                                                                                                                                                                  ,Lost Frequencies                                ,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.394,121.02,138013,4,7zgMMHF1MpUc3816RqUgxn ,https://open.spotify.com/track/7zgMMHF1MpUc3816RqUgxn,1,-0.05844752857486306,-0.6222190374764317,-1.1572975011565971,Energetic Party Hits
King                                                                                                                                                                             ,Years & Years                                   ,0.55,0.665,4,-8.523,0,0.0377,0.0122,0.0,0.404,0.45,120.046,214267,4,7isLSZOetwc6eQsn87xH4t ,https://open.spotify.com/track/7isLSZOetwc6eQsn87xH4t,1,-0.5891260786569708,0.053980430832085056,-1.0999357122088413,Energetic Party Hits
Where Are Ü Now (with Justin Bieber)                                                                                                                                             ,Skrillex                                        ,0.476,0.742,7,-5.106,1,0.0587,0.045,2.85e-06,0.066,0.193,139.808,251293,4,6v0rN9K7K2bVY9HRIDNNpZ ,https://open.spotify.com/track/6v0rN9K7K2bVY9HRIDNNpZ,1,-0.06757879768355798,-0.13742735545401297,0.9120970158399245,Energetic Party Hits
El Perdón (with Enrique Iglesias)                                                                                                                                                ,Nicky Jam                                       ,0.622,0.701,8,-5.452,1,0.0559,0.423,0.0,0.0955,0.645,179.998,207013,4,4Ld3RS6KBXGsvtfmnjxlVl ,https://open.spotify.com/track/4Ld3RS6KBXGsvtfmnjxlVl,1,-1.199659803725977,-0.5777143418599217,1.475901854034832,Energetic Party Hits
FourFiveSeconds                                                                                                                                                                  ,Rihanna                                         ,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4,78TTtXnFQPzwqlbtbwqN0y ,https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y,1,-0.24362971486479815,-0.48909540067161067,1.7523780687800787,Energetic Party Hits
Nobody                                                                                                                                                                           ,Martin Jensen                                   ,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,211040,4,2qfEcCkEo5NscA9GL7ER72 ,https://open.spotify.com/track/2qfEcCkEo5NscA9GL7ER72,1,-0.3747411163984553,-0.5537646836961689,-1.514018714254411,Energetic Party Hits
What Do You Mean?                                                                                                                                                                ,Justin Bieber                                   ,0.841,0.571,5,-8.066,0,0.102,0.65,0.00033,0.0895,0.772,125.032,207547,4,6nRwc5GgNvBMkKaynhQzrm ,https://open.spotify.com/track/6nRwc5GgNvBMkKaynhQzrm,1,-0.9245272594322825,-0.8303157229120569,-1.243442838441567,Energetic Party Hits
Hey Mama (feat. Nicki Minaj & Afrojack)                                                                                                                                          ,David Guetta                                    ,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,4,7cCJNG7JhYMsBiiPiynEty ,https://open.spotify.com/track/7cCJNG7JhYMsBiiPiynEty,2,-0.8079473096258455,0.19994719890129728,0.035353880938667516,Rhythmic Beats
How Deep Is Your Love                                                                                                                                                            ,Calvin Harris                                   ,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4,22mek4IiqubGD9ctzxc69s ,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,2,-0.8369977371976695,0.7766621911885645,-1.0899276947779313,Rhythmic Beats
One Last Time                                                                                                                                                                    ,Ariana Grande                                   ,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4,7xoUc6faLbCqZO6fQEYprd ,https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd,1,0.5258996401564581,-0.4470147085929116,0.7230134241087285,Energetic Party Hits
Shut Up and Dance                                                                                                                                                                ,WALK THE MOON                                   ,0.576,0.876,1,-3.82,1,0.0641,0.00651,1.25e-06,0.271,0.613,128.04,198720,4,79m3gsQ2Ab1bhADmew8N2L ,https://open.spotify.com/track/79m3gsQ2Ab1bhADmew8N2L,1,-1.1929696954186264,-0.19118675513322647,0.8122499185783338,Energetic Party Hits
Don't Look Down (feat. Usher)                                                                                                                                                    ,Martin Garrix                                   ,0.582,0.828,0,-5.976,1,0.0354,0.00322,0.000637,0.109,0.346,127.995,223773,4,6qNavo6GSNDNpsV2HNMeUF ,https://open.spotify.com/track/6qNavo6GSNDNpsV2HNMeUF,1,-0.3371497186935659,-0.4241319623669495,0.8191347705274211,Energetic Party Hits
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)                                                                                                                ",Flo Rida                                        ,0.854,0.766,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.004,224258,4,62ml8YAQDAP6PkZAZUFNRO ,https://open.spotify.com/track/62ml8YAQDAP6PkZAZUFNRO,1,-1.3275256263385153,-0.35393683451597163,-1.3681970566128698,Energetic Party Hits
Hold My Hand                                                                                                                                                                     ,Jess Glynne                                     ,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,122.977,227344,4,58jx3tTuDuzHysC77c0AQd ,https://open.spotify.com/track/58jx3tTuDuzHysC77c0AQd,1,-0.37580310571858205,-0.731504046817219,0.7518838273115682,Energetic Party Hits
Worth It (feat. Kid Ink)                                                                                                                                                         ,Fifth Harmony                                   ,0.881,0.736,8,-4.917,1,0.0965,0.0655,5.42e-06,0.122,0.553,99.987,224080,4,6dp6PurIR3cXkhFQ69CEo3 ,https://open.spotify.com/track/6dp6PurIR3cXkhFQ69CEo3,1,-0.55095832796553,-0.6191219740900279,0.29033303628403223,Energetic Party Hits
Lush Life                                                                                                                                                                        ,Zara Larsson                                    ,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,201122,4,0r4SsYcwvd8URat6AS2m6f ,https://open.spotify.com/track/0r4SsYcwvd8URat6AS2m6f,1,-0.8928201788549867,-1.0082202540799754,-1.4578547613957202,Energetic Party Hits
Heroes (we could be)                                                                                                                                                             ,Alesso                                          ,0.519,0.75,5,-4.153,1,0.0554,0.0364,0.0,0.212,0.366,125.859,209867,4,77sHtGTWrw6FyUHCLlssle ,https://open.spotify.com/track/77sHtGTWrw6FyUHCLlssle,1,-0.4262651191079005,-0.19265321249342252,0.7548665401390415,Energetic Party Hits
I Want You To Know                                                                                                                                                               ,Zedd                                            ,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,238800,4,6izhPbUU3CeMYvTT74YHnb ,https://open.spotify.com/track/6izhPbUU3CeMYvTT74YHnb,1,-0.840715800411168,0.4757749683620934,-0.9858311964814628,Energetic Party Hits
Blame (feat. John Newman)                                                                                                                                                        ,Calvin Harris                                   ,0.412,0.859,0,-4.096,0,0.085,0.0282,0.00766,0.404,0.367,127.931,214427,4,7EYWEwJyai7udNmqvRPsZM ,https://open.spotify.com/track/7EYWEwJyai7udNmqvRPsZM,2,-0.9864875439032741,0.891376112183563,-1.0270706631917967,Rhythmic Beats
Blurred Lines                                                                                                                                                                    ,Robin Thicke                                    ,0.862,0.503,7,-7.703,1,0.0494,0.00453,1.87e-05,0.0761,0.863,119.998,263053,4,0XzkemXSiXJa7VgDFPfU4S ,https://open.spotify.com/track/0XzkemXSiXJa7VgDFPfU4S,1,-0.6853847734200587,-1.7694466206643877,0.5888488668359988,Energetic Party Hits
Happy                                                                                                                                                                            ,Pharrell Williams                               ,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911,233305,4,6NPVjNh8Jhru9xOmyQigds ,https://open.spotify.com/track/6NPVjNh8Jhru9xOmyQigds,1,-2.027807015472863,-0.454462649917122,1.0237533174535642,Energetic Party Hits
Thrift Shop (feat. Wanz)                                                                                                                                                         ,Macklemore & Ryan Lewis                         ,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,4,1CmUZGtH29Kx36C1Hleqlz ,https://open.spotify.com/track/1CmUZGtH29Kx36C1Hleqlz,2,-1.0395614273359686,0.38191054030409594,-2.0403423716752367,Rhythmic Beats
I Love It (feat. Charli XCX)                                                                                                                                                     ,Icona Pop                                       ,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153,4,1Q8ys0130rNeEE162pmsQa ,https://open.spotify.com/track/1Q8ys0130rNeEE162pmsQa,1,-1.327757660971738,-1.054069936833049,0.828892516651276,Energetic Party Hits
Fireball (feat. John Ryan)                                                                                                                                                       ,Pitbull                                         ,0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,236200,4,4Y7XAxTANhu3lmnLAzhWJW ,https://open.spotify.com/track/4Y7XAxTANhu3lmnLAzhWJW,1,-1.3581195469145688,-1.0687367360695657,0.7225898204036695,Energetic Party Hits
Bailando - English Version                                                                                                                                                       ,Enrique Iglesias                                ,0.723,0.85,7,-3.508,1,0.0879,0.0841,0.0,0.0697,0.937,90.957,242331,4,3Y9xtYyVyF13po6xePV5Cp ,https://open.spotify.com/track/3Y9xtYyVyF13po6xePV5Cp,1,-1.2466543824550018,-1.3362373418382751,0.19385841165152132,Energetic Party Hits
Shower                                                                                                                                                                           ,Becky G                                         ,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4,3DmW6y7wTEYHJZlLo1r6XJ ,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,1,0.3578988334943891,-0.03523912310591132,0.6469912999374533,Energetic Party Hits
Sing                                                                                                                                                                             ,Ed Sheeran                                      ,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,235382,4,6K8qKeWo5MsFED7wCR6Kop ,https://open.spotify.com/track/6K8qKeWo5MsFED7wCR6Kop,1,-1.0997030308446856,-1.47783613770122,-1.195547175397472,Energetic Party Hits
Sexy Bitch (feat. Akon)                                                                                                                                                          ,David Guetta                                    ,0.815,0.633,11,-4.99,0,0.0486,0.0744,0.000287,0.148,0.853,130.016,195853,4,28O4PwkH8bzARStxeL4pxL ,https://open.spotify.com/track/28O4PwkH8bzARStxeL4pxL,1,-1.085995496556306,-1.096237094161257,-1.0465236311170927,Energetic Party Hits
